,City Location,Company Name,Description,Job Title,Salary Level,Search Criteria,City,State Zip,blank,State,Zip,high,low,CA,IL,IN,KY,OH,TX
5777,"San Francisco, CA",Deloitte,"
Experience working as a Data Scientist. Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources...",Advanced Analytics Enablement Big Data Manager,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5778,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Sr. Software Engineer - DevOps / Release,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5783,"San Francisco, CA",Lyft Corporate,"
Data Scientists also build evaluation methodology for these foundational algorithms, including a high-fidelity simulation environment....","Software Engineer, Machine Learning (All Levels)",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5784,"Oakland, CA","Pandora Media, Inc.","
Pandora is seeking a Senior Scientist or Economist for our Music Maker Science team. In this role, you will partner closely with product and engineering teams...",Senior Economics Scientist - Live Events & Ticketing,high,data scientist,Oakland, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5785,"San Francisco, CA",Aclima,"
You’ll collaborate with scientists, engineers and storytellers in a fun, fast-paced, purpose-driven atmosphere with flexible hours and competitive perks....",Senior Backend Software Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5786,"San Francisco, CA",HYP3R,"
From data scientists to marketing hackers. Significant experience with configuration management, monitoring, alerting, data resilience....",Backend Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5788,"San Bruno, CA 94066",Walmart eCommerce,"
As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and visionaries design, prototype and build extraordinary products....",Sr. Channel Assortment Manager - Toys (Digital Store Operati...,high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5790,"San Bruno, CA 94066",Walmart eCommerce,"
As idea explorers for eCommerce, our engineers, scientists, consumer internet professionals and visionaries design, prototype and build extraordinary products....","Senior Buyer, Apparel",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5791,"Berkeley, CA",Siemens,"
5-10 years of relevant work experience in data analytics. The Senior Innovator here in Berkeley will drive external innovation engagements with startups in the...",Senior Innovator – (Machine Learning / Deep Learning),high,data scientist,Berkeley, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5792,"San Francisco, CA",Radius,"
Working alongside top-notch data engineers and scientists to improve our graph. Partnering with other Radius engineering teams sourcing the data or doing data...",Senior Data Software Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5793,"San Francisco, CA",Mode,"
Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues. Data analysis is plagued by a fundamentally flawed...",Senior Site Reliability Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5794,"San Carlos, CA 94070",Natera,"
Provides best practice knowledge and solid data to assist and advise in data driven decision making; The Natera team consists of highly dedicated statisticians,...","Vice President, Organizational Effectiveness and Learning",high,data scientist,San Carlos, CA 94070,,CA,94070,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5796,"San Francisco, CA",Planet,"
Customers now have insight into the massive data we are collecting from space as well as the opportunity to perform advanced analytics and solve difficult...","Manager, Mechanical Engineering",high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5797,"Berkeley, CA",HERE,"
Join a team of highly skilled and innovative engineers to work on leading-edge mapping technology for Highly Autonomous Driving (HAD) systems. HERE is an",Lead Research Engineer - Machine Learning,high,data scientist,Berkeley, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5798,"Belmont, CA",Bina Technologies Inc.,"
The complexity and sheer size of the data in the life sciences will make astronomical data problems look modest....",Tech Lead - Backend,high,data scientist,Belmont, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5800,"San Mateo, CA",Fanatics Inc.,"
Event Logging and Tracking, Messaging Queues, Distributed/Highly Available Data Stores, Real Time Streaming & Batch Data Pipelines, Data APIs, frameworks to...","MTS 1, Software Engineer",high,data scientist,San Mateo, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5802,"Novato, CA 94949",Ultragenyx Pharmaceutical,"
The Associate Director/Senior Scientist, Pharmacology may also have management responsibilities for other scientists and/or technical staff....","Associate Director/Senior Scientist, Pharmacology",high,data scientist,Novato, CA 94949,,CA,94949,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5803,"San Francisco, CA",DoseDr,"
We are a team of coders, data scientists, medical doctors, and business professionals with degrees from Yale, Stanford, and Harvard, headquartered in San...",Full-Stack Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5804,"San Bruno, CA 94066",Walmart eCommerce,"
The Director of Product Management will be focused on developing differentiated data products for our merchants, combining data science with the art of...","Director, Product Management (Next Gen Merchant Solutions)",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5805,"San Bruno, CA 94066",Walmart eCommerce,"
Innovation and leading edge technology enables our team to analyze deep customer insights and market data at scale....","Senior Buyer, Health & Wellness",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5807,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Sr. Software Engineer - DevTest,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5808,"San Francisco, CA",Mode,"
Analysts and Data Scientists use Mode to analyze data, build visualizations, and share work with colleagues. Data analysis is plagued by a fundamentally flawed...",Senior Software Engineer - DevOps,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5809,"San Mateo, CA","Tile, Inc.","
Collaborate with data scientists and data analysts, while applying best practices. Own and extend our data pipeline, perform data modeling, and improve data...",Senior Data Engineer,high,data scientist,San Mateo, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5811,"San Francisco, CA",Quid,"
As a senior member of our team, you will be collaborating with other engineers, as well as designers and data scientists, to create powerful visualizations,...",Senior Javascript Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5813,"Emeryville, CA","Aspera, an IBM Company","
Aspera , an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Release Program Manager,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5815,"Redwood City, CA","GenapSys, Inc.","
Experienced in data analysis with numPy. Strong foundation in data structures and algorithms. Participate in cross-functional project teams of scientists,...",Software Engineer (Systems),high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5816,"Redwood City, CA","Stellar Labs, Inc.","
Relational database design, data architecture and SQL. Our software architects, engineers and scientists utilize state-of-the-art technologies and innovative...",VP of Engineering,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5817,"Fremont, CA 94555 (Northgate area)",Ardelyx,"
You will be working with some of the industry's best scientists in a team environment focused on world class research....","Manager, Quality Assurance",high,data scientist,Fremont, CA 94555 (Northgate area),,CA,94555 (Northgate area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5818,"San Bruno, CA 94066",Walmart eCommerce,"
Guide requirements for on-going improvement of our data and analytics infrastructure. As idea explorers for eCommerce, our engineers, scientists, consumer...","Head of Retention and Advocacy, Online Grocery",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5820,"Emeryville, CA","Aspera, an IBM Company","
Leveraging and extending Aspera's platform of software automation tools for data transfer and end-to-end workflow integration....",Sr. Systems Engineer,high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5821,"Berkeley, CA 94710",Dynavax Technologies,"
Duties will include, but not limited to design of programs, evaluation of data, recommendations on strategy, and authoring reports....","Senior Scientist, Process Development & Manufacturing Scienc...",high,data scientist,Berkeley, CA 94710,,CA,94710,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5823,"San Francisco, CA 94158 (South Of Market area)",Celgene Corporation,"
Experience in developing biomarker sampling plans, working with biomarker data management plans and overseeing biospecimen logistics at vendors and academic...","Manager, Translational Development Operations (Biospecimen M...",high,data scientist,San Francisco, CA 94158 (South Of Market area),,CA,94158 (South Of Market area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5824,"San Mateo, CA 94402 (Beresford area)",Freedom Financial Network,"
The Senior Data Scientist will:. We are experiencing explosive growth here at Freedom Financial Network, and we are seeking a Senior Data Scientist to join our...",Senior Data Scientist,high,data scientist,San Mateo, CA 94402 (Beresford area),,CA,94402 (Beresford area),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5826,"San Mateo, CA 94404",Lattice Engines,"
As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,high,data scientist,San Mateo, CA 94404,,CA,94404,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5827,"San Ramon, CA",GE Power,"
The Senior Data Scientist will work across product, analytics, engineering and. Understand the CSA/MYAs structure, unlock data driven....",Senior Data Scientist,high,data scientist,San Ramon, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5828,"Redwood City, CA",Alation Inc.,"
You'll build fast, intuitive interfaces for exploring complex data, using insights from our data intelligence engine....",Senior Front-End Engineer,high,data scientist,Redwood City, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5829,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Senior Manager, Multi-Channel Pharmacy (Digital Store Operat...",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5833,"Emeryville, CA","Aspera, an IBM Company","
Aspera, an IBM company is the creator of next-generation transport technologies that move the world’s data at maximum speed regardless of file size, transfer...",Frontend Engineer (Web Applications / Ruby on Rails),high,data scientist,Emeryville, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5834,"San Rafael, CA",BioMarin Pharmaceutical Inc.,"
The Senior Scientist/ Principal Scientist of Clinical Pharmacology will be the Clinical Pharmacology representative on the project team....",Senior Scientist / Principal Scientist of Clinical Pharmacol...,high,data scientist,San Rafael, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5835,"San Francisco, CA",Import.io,"
NOBODY KNOWS DATA LIKE WE DO:. What if you could schedule regular data exports? Billions of data points pass through our platform every day....",Pre-Sales Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5836,"South San Francisco, CA 94080",Cytokinetics,"
Clinical data management systems. Data visualization tools such as Spotfire. This includes providing/supporting tools and workflows to assist in data-mining and...","Senior Manager/Associate Director, Informatics",high,data scientist,South San Francisco, CA 94080,,CA,94080,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5837,"San Francisco, CA",Reddit,"
Strong understanding of data structures. Experience with Hadoop for web-scale data processing. At least 3 years of hands-on experience as a Data Scientist,...",Senior Software Engineer - Relevance,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5843,"San Bruno, CA 94066",Walmart eCommerce,"
We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",Quality Engineer III,high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5847,"San Rafael, CA",BioMarin Pharmaceutical Inc.,"
The Senior Scientist will be a key member of the Biomarker Discovery group within Translational Sciences, serving as the biomarker lead scientist in 2-3...","Senior Scientist, Biomarker Discovery, Translational Science...",high,data scientist,San Rafael, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5848,"San Bruno, CA 94066",Walmart eCommerce,"
Data scientists, front and back-end engineers, product managers, and web and UX/UI teams collaborate alongside e-commerce experts to envision, prototype, and...","Principal Software Engineer, Front-End",high,data scientist,San Bruno, CA 94066,,CA,94066,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5853,"San Francisco, CA",Nuna,"
Our technology enables data scientists, analysts, benefits officers, and policymakers to understand healthcare data while ensuring its integrity, security and...",Sr. Frontend Engineer,high,data scientist,San Francisco, CA,,CA,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
